created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_name,followers_count,friends_count,hashtags,user_mentions,place
Fri Jun 18 21:26:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Robert Mihaly 🇫🇷 ✍️ 😷,RobertMihaly1,7592,7576,[],[],"Ohio, USA"
Fri Jun 18 21:27:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Our efforts lead by Minister @AnitaOakville to procure safe &amp; effective #COVID19 vaccines continue to pay off - 🇨🇦 now set to receive +9.5 M doses of @moderna_tx this week. Combined with our scheduled @pfizer shipments, we’re now slated to receive +20 M doses in June alone! https://t.co/sNTuwPX8eM",0.625,0.65,en,107.0,17.0,Greg Johansen 🇩🇰⚽️🇨🇦🏳️‍🌈🇵🇸🎾,johangreg,3708,1523,"[{'text': 'COVID19', 'indices': [90, 98]}]","[{'screen_name': 'fsorbara', 'name': 'Francesco Sorbara', 'id': 272185225, 'id_str': '272185225', 'indices': [3, 12]}, {'screen_name': 'AnitaOakville', 'name': 'Anita Anand', 'id': 480418245, 'id_str': '480418245', 'indices': [43, 57]}]","Calgary, Alberta"
Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,Pune Vaccine Updater,PuneUpdater,88,0,[],[],
Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,Pune Vaccine Updater,PuneUpdater,88,0,[],[],
Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,Pune Vaccine Updater,PuneUpdater,88,0,[],[],
Fri Jun 18 21:27:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,1.0,1.0,"Georgia Parkin, PhD",gparkinau,251,280,"[{'text': 'COVID19', 'indices': [112, 120]}]","[{'screen_name': 'DrShaneRRR', 'name': 'Dr Shane Huntington OAM', 'id': 523949557, 'id_str': '523949557', 'indices': [3, 14]}]",
Fri Jun 18 21:27:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,293.0,188.0,🔆,aquileaaquilea,5090,693,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",la Argentina 
Fri Jun 18 21:27:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,294.0,189.0,Fatima 🇵🇸,childishdumbemo,477,357,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Islamabad, Pakistan"
Fri Jun 18 21:27:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Medanthro,medanthro,2094,2596,[],[],"Louisiana, USA"
Fri Jun 18 21:27:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The prediction is that many pregnant women (and adolescents) could contract the delta variant as it accelerates (currently &gt;13% of virus isolates)",0.29166666666666663,0.475,en,157.0,41.0,James Hull,itsjamesdhull,48,240,[],"[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [3, 14]}]",
Fri Jun 18 21:27:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Expect to see some different kind of shots at @CdnTireCtr next week!
 
Do your part and get your #Covid19 vaccine.

DETAILS: https://t.co/D4FhHgt4sJ https://t.co/6wHIiaI8fp",0.19999999999999998,0.5,en,91.0,13.0,SENSible Views,SENSible_Views,193,313,"[{'text': 'Covid19', 'indices': [111, 119]}]","[{'screen_name': 'Senators', 'name': 'Ottawa Senators', 'id': 43885373, 'id_str': '43885373', 'indices': [3, 12]}, {'screen_name': 'CdnTireCtr', 'name': 'Canadian Tire Centre', 'id': 169723781, 'id_str': '169723781', 'indices': [60, 71]}]","Ottawa, Ontario"
Fri Jun 18 21:27:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,294.0,190.0,Iqbal Hussain ✌🏽,Icky_84,4464,4848,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","England, United Kingdom"
Fri Jun 18 21:27:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","There are now 16 #COVID19 vaccines being rolled out worldwide.

But as the virus continues to evolve, here is why we can’t pull the plug on research into new vaccines and therapeutics✏️@gavi⤵️
https://t.co/3GcbMXjXC5",0.13636363636363635,0.45454545454545453,en,21.0,3.0,Coronavirus,JayChance12,416,3744,"[{'text': 'COVID19', 'indices': [35, 43]}]","[{'screen_name': 'CEPIvaccines', 'name': 'CEPI', 'id': 784351656355897344, 'id_str': '784351656355897344', 'indices': [3, 16]}]",ElysiumTimeIn fr all on Earth
Fri Jun 18 21:27:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,296.0,191.0,"Hi, Zuko here",porcupine_drawz,9,453,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 21:27:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",0.06666666666666667,0.43,en,13.0,7.0,X. Olivier,XOlivier4,124,721,"[{'text': 'COVID19', 'indices': [20, 28]}]","[{'screen_name': 'Rona19Stats', 'name': 'COVID-19 SA Stats', 'id': 1290622433809104897, 'id_str': '1290622433809104897', 'indices': [3, 15]}]","Western Cape, South Africa "
Fri Jun 18 21:27:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,298.0,192.0,𝙝,ffshammad,652,393,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",lhr
Fri Jun 18 21:27:57 +0000 2021,"<a href=""https://parc.pro"" rel=""nofollow"">COVID19-Updates</a>",,0.0,0.0,en,,,Coronavirus Updates,COVIDLive,1002,2,"[{'text': 'coronavirus', 'indices': [66, 78]}, {'text': 'CoronaVirusUpdate', 'indices': [79, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'CoronavirusPandemic', 'indices': [107, 127]}]",[],
Fri Jun 18 21:27:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",0.21428571428571427,0.42857142857142855,en,15.0,12.0,kss@Sticker_Speak,Sticker_Speak,179,707,[],"[{'screen_name': 'jamesrhenson', 'name': 'Jim Henson', 'id': 49758766, 'id_str': '49758766', 'indices': [3, 16]}]","SW Florida, USA"
Fri Jun 18 21:28:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Jennifer Brett,JenniferBrett15,574,2495,[],[],
Fri Jun 18 21:28:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,444.0,225.0,Sarah Ingram 💙,WittyWearer,271,625,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Cambridge UK
Fri Jun 18 21:28:05 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,846.0,278.0,Gayle Quiller,quiller_gayle,449,520,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",
Fri Jun 18 21:28:12 +0000 2021,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",,0.0,0.0,en,,,Mary Lui,marylui27,2245,4602,"[{'text': 'Vaccine', 'indices': [19, 27]}, {'text': 'Efficacious', 'indices': [54, 66]}, {'text': 'South', 'indices': [70, 76]}, {'text': 'mypressnews', 'indices': [96, 108]}]",[],United States
Fri Jun 18 21:28:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",My colleagues in #Uganda are bracing for the worst as the country faces a drastic uptick in #COVID19 cases. Barely 2% of Ugandans are vaccinated and vaccines are in short supply. Hospitals are overwhelmed. This is why #VaccineEquity is critical. https://t.co/HwtiFgzvgv,-0.2375,0.55,en,2.0,6.0,Es Kay,SadiyaK5,39,130,"[{'text': 'Uganda', 'indices': [28, 35]}, {'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'Tjada', 'name': ""Tjada D'Oyen McKenna"", 'id': 15979318, 'id_str': '15979318', 'indices': [3, 9]}]",GTA
Fri Jun 18 21:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,445.0,226.0,Bipin Neymar,neymarbipin,1700,1682,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Tirunelveli, Tamil Nadu"
Fri Jun 18 21:28:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,300.0,193.0,Steve 🇵🇸,Lollercake,652,889,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Edinburgh, Scotland"
Fri Jun 18 21:28:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,303.0,194.0,kush limbaugh 🇵🇸,noambongsky,863,2814,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",my bag
Fri Jun 18 21:28:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35000000000000003,0.7444444444444445,en,250.0,103.0,Almudena,angeles66831532,241,1640,"[{'text': 'COVID19', 'indices': [42, 50]}]","[{'screen_name': 'SKyriakidesEU', 'name': 'Stella Kyriakides', 'id': 2476130260, 'id_str': '2476130260', 'indices': [3, 17]}]",Pontevedra
Fri Jun 18 21:28:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,50.0,38.0,NTSX 🐾 NTSAKO,NTSXEE,46,39,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]",
Fri Jun 18 21:28:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,-0.3909090909090909,0.6886363636363637,en,482.0,288.0,🇨🇦Freedom Fighter 2.0🇨🇦,HelloAgainWorl1,84,227,[],"[{'screen_name': 'HighWireTalk', 'name': 'The HighWire', 'id': 851985789072408576, 'id_str': '851985789072408576', 'indices': [3, 16]}]","Police State, Ontario, 🇨🇦"
Fri Jun 18 21:28:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",0.02727272727272727,0.4909090909090909,en,230.0,82.0,Josh Moore,JoshMoore02,28,99,[],"[{'screen_name': 'Milhouse_Van_Ho', 'name': 'Milhouse Van Houten 🗽🇨🇦', 'id': 1246065743294332928, 'id_str': '1246065743294332928', 'indices': [3, 19]}]",Canada
Fri Jun 18 21:29:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Leader2light,Leader2light,8,187,[],"[{'screen_name': 'Biohazard3737', 'name': 'Sheep of Wall Street', 'id': 2855542157, 'id_str': '2855542157', 'indices': [0, 14]}]","Lansing, MI"
Fri Jun 18 21:29:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",0.21428571428571427,0.42857142857142855,en,17.0,13.0,marina,marinakyritsis,953,1283,[],"[{'screen_name': 'jamesrhenson', 'name': 'Jim Henson', 'id': 49758766, 'id_str': '49758766', 'indices': [3, 16]}]","Montréal, Québec"
Fri Jun 18 21:29:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,307.0,195.0,MeeM -Loki Spoilers,MeeMmarvel,251,345,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Pakistan
Fri Jun 18 21:29:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,446.0,227.0,Gary Finch,gazfinch83,47,162,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 21:29:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,307.0,196.0,Ramiro,Ratobdl,216,662,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 21:29:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,81.0,67.0,Tony,TonyGoldSE,581,931,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]",Gilead
Fri Jun 18 21:29:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,449.0,228.0,ann keeling,annvkeeling,3718,317,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 21:29:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva

https://t.co/g54477bbUO",0.06666666666666667,0.5,en,17.0,8.0,Madhavan Pallan @AAAI20 in NYC,madhavanpallan,270,1048,[],"[{'screen_name': 'UN_News_Centre', 'name': 'UN News', 'id': 104277809, 'id_str': '104277809', 'indices': [3, 18]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [101, 105]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [112, 121]}]",India
Fri Jun 18 21:29:56 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,82.0,68.0,Nick White,NickWhi78498155,238,770,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]","Brisbane, Queensland"
Fri Jun 18 21:29:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,Mikki *NO TAGS or FBRs!* Crow,mikkimouseclub,810,1015,[],[],
Fri Jun 18 21:29:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,309.0,197.0,ريم الغانم,ReemAlG,468,230,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Kuwait
Fri Jun 18 21:30:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,309.0,198.0,❤️Insan Biasa❤️,istiqomahdiri,36,205,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Sarawak, Malaysia"
Fri Jun 18 21:30:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",0.02727272727272727,0.4909090909090909,en,230.0,83.0,cbrodin,bevrodinstudios,134,832,[],"[{'screen_name': 'Milhouse_Van_Ho', 'name': 'Milhouse Van Houten 🗽🇨🇦', 'id': 1246065743294332928, 'id_str': '1246065743294332928', 'indices': [3, 19]}]",
Fri Jun 18 21:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,945.0,534.0,Sabelo 🇿🇼🇬🇭🇿🇦🌍,sab_dube,59,145,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]","Johannesburg, South Africa"
Fri Jun 18 21:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.19999999999999998,en,287.0,260.0,Anagha Maareesha,Anaghzzz,1131,1220,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [74, 86]}]","Bengaluru, India"
Fri Jun 18 21:30:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.15555555555555559,0.3711111111111111,en,1987.0,139.0,david bourke,davidbourke6,280,1177,[],"[{'screen_name': 'paulreiddublin', 'name': 'Paul Reid', 'id': 255147207, 'id_str': '255147207', 'indices': [3, 18]}]","Dublin City, Ireland"
Fri Jun 18 21:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,451.0,229.0,AliKat 💙,alikat54,333,723,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Hull England
Fri Jun 18 21:30:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,311.0,199.0,kay ⁷,taesretro,514,409,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",kay•18 • bi • they/she• Black
Fri Jun 18 21:30:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,311.0,200.0,bvcncv,bvcncvcndy,10,126,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",in my place
Fri Jun 18 21:30:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Michael Sloane,MichaelSloane,644,181,[],[],"Los Angeles, CA"
Fri Jun 18 21:30:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Another country out of vaccines, yet we could do so much better! Until rich nations level out the playing field by pushing pharma to maximize supply and then fairly share doses, #COVID19 will not be done with us. #Malawi #Nepal #TRIPSwaiver #JoinCTAP #PeoplesVaccine https://t.co/IzOPp3N572",0.5666666666666667,0.7166666666666667,en,1.0,3.0,AmnestyGlobalIssues,AmnestyGlobal,195,129,[],"[{'screen_name': 'tamarynnelson', 'name': 'Tamaryn Nelson', 'id': 380592470, 'id_str': '380592470', 'indices': [3, 17]}]",Global
Fri Jun 18 21:30:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,311.0,201.0,🇬🇧 ʀᴀᴘᴛᴏʀ ❤️🇵🇸,sunraptor3,1,28,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 21:30:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,311.0,202.0,israa🇵🇸,frustratedisra,558,114,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Alexandria, Egypt "
Fri Jun 18 21:30:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,452.0,230.0,(((Dominique Fisherwoman))) 💙,AbbakkaHypatia,8009,2888,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Land of Black Soil
Fri Jun 18 21:30:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,849.0,279.0,JustMe,2angels2love,607,3805,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]","Fayetteville, AR"
Fri Jun 18 21:30:52 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",0.21428571428571427,0.42857142857142855,en,21.0,15.0,Douglas,DougGroneman,305,3449,[],"[{'screen_name': 'jamesrhenson', 'name': 'Jim Henson', 'id': 49758766, 'id_str': '49758766', 'indices': [3, 16]}]",
